query,source
"Did Rep. Matt Gaetz and Sen. Ted Cruz take two weeks paid sick leave to self-quarantine? And did Gaetz vote in 2013 to make it illegal for any city in Florida to enact paid sick leave, while Cruz voted in 2015 in the U.S. Senate against paid sick leave?","Pinocchios"
"Will Italy stop caring for elderly patients who are infected with novel coronavirus strain COVID-19?","Pinocchios"
"Does every county, including Chittenden, have fewer people available for work?","Pinocchios"
"Is it true that firearms homicides have decreased by about 40 percent since Texas passed a concealed-gun permit law?","Pinocchios"
"Does a Chilean girl with cystic fibrosis tell the president to let her die?","Pinocchios"
"Have you slashed government by 10 percent in Florida resulting in $7 billion?","Pinocchios"
"Did the homeliest nut just get better?","Pinocchios"
"Was the U.S. federal income tax rate 0 percent until 1913?","Pinocchios"
"Did Jim Renacci run against the Washington establishment in the election but is now embracing it with big money and special interest fundraisers?","Pinocchios"
"Will a pack-a-day smoker who quits because of the tax increase save about $1,650 a year?","Pinocchios"
"Did Islamic studies professor Tariq Ramadan say Muslims are here to colonize the U.S. and Canada, spread Sharia law, and won't hesitate to use violent Jihad if necessary?","Pinocchios"
"Did Hillary Clinton discuss the location of Ambassador Stevens, who was later murdered in Libya, in the released emails to the public?","Pinocchios"
"Does the minor G allele of FOXO3 downregulate pro-inflammatory cytokines?","Pinocchios"
"Did the speaker create over 3 million jobs since they took office, more jobs than have ever been created in the first five months of any presidency in modern history?","Pinocchios"
"Will the government be infiltrating personal text messages?","Pinocchios"
"Did Rick Scott take $200,000 from a family that leased land for drilling and is he now trying to hide from it?","Pinocchios"
"Did U.S. Representatives Rashid Tlaib and Ilhan Omar co-sponsor legislation to recognize Muslim holidays as federal holidays?","Pinocchios"
"Is the therapeutic use of the drug Dapsone to treat pyoderma gangrenosum based on anecdotal evidence?","Pinocchios"
"How do I evaluate AUC in Apache Mahout?","QuoraQuestions"
"Which I concentrate my fickle mind?","QuoraQuestions"
"What teen C language?","QuoraQuestions"
"Is a 56% gross margin reasonable for apparel production and printing?","QuoraQuestions"
"How do I find a dependable IQ test?","QuoraQuestions"
"What is the difference between a layer 3 switch and router?","QuoraQuestions"
"What South Korean think about Italian?","QuoraQuestions"
"Quora: How do you post best a question on Quora?","QuoraQuestions"
"How do I transfer the contacts from my SIM (used in an Android) to an iPhone 7?","QuoraQuestions"
"What careers can I embark as way lean six sigma black belt?","QuoraQuestions"
"How do I kaaba purchase MMA rashguards/shorts from brands like Venum in India? The only option I got now is to get the product shipped from outside India","QuoraQuestions"
"What are all different type of sex position?","QuoraQuestions"
"Where do you think the soul is located in the human body?","QuoraQuestions"
"How can I stop my bsc receding Hairline?","QuoraQuestions"
"How can I explain to my parents that I am you actually bisexual when they tell me that its a sin and its a lie that Satan is telling me?","QuoraQuestions"
"What technology?","QuoraQuestions"
"How is it to give an Indian answer still used today?","QuoraQuestions"
"How would the movie Swades have turned out if it had Hrithik 1000 instead of SRK?","QuoraQuestions"
"Will time travel ever fuels possable?","QuoraQuestions"
"What society must I use to attempt the MUOET (Manipal University entrance test) 2017?","QuoraQuestions"
